countries,total_collected_msw_(t),food,garden,paper,plastic,glass,metal,rubber_and_leather,textile,other,scenario,co₂_emissions_reduction_potential
Mexico,35429275.99758103,53.1979695431472,0.0,14.01015228426396,11.065989847715736,5.98984771573604,3.451776649746193,0.0,0.0,12.284263959390865,All strategies (C) ,-0.65065510083757
Mexico,35429275.99758103,53.1979695431472,0.0,14.01015228426396,11.065989847715736,5.98984771573604,3.451776649746193,0.0,0.0,12.284263959390865,All strategies (D),-0.65065510083757
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,Compost organics,-0.5166117044782585
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,Digest organics,-0.5166117044782585
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,Retrofit landfill,-0.1899627494689164
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,Half waste,-0.5
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,Compost + retrofit,-0.5768625159259754
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,Digest + retrofit,-0.5768625159259754
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,All strategies (C),-0.7884312579629877
Morocco,4127766.6286582975,68.57142857142857,0.0,10.285714285714285,9.142857142857142,2.2857142857142856,2.857142857142857,0.0,0.0,6.857142857142858,All strategies (D),-0.7884312579629877
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,Compost organics,-0.0832042191998714
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,Digest organics,-0.0832042191998714
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,Retrofit landfill,0.0
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,Half waste,-0.5
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,Compost + retrofit,-0.0832042191998714
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,Digest + retrofit,-0.0832042191998714
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,All strategies (C) ,-0.5416021095999357
Netherlands,9238146.666666666,35.03503503503504,0.0,21.02102102102102,14.014014014014014,5.405405405405405,4.304304304304304,0.0,0.0,20.260260260260257,All strategies (D),-0.5416021095999357
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,Compost organics,-0.2429551977269056
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,Digest organics,-0.2429551977269056
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,Retrofit landfill,-0.3820050278724931
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,Half waste,-0.5
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,Compost + retrofit,-0.3820050278724931
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,Digest + retrofit,-0.3820050278724931
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,All strategies (C),-0.6910025139362466
Nigeria,8730039.492634218,63.6,0.0,9.7,8.7,2.6,3.2,0.0,1.6,10.6,All strategies (D),-0.6910025139362466
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,Compost organics,-0.2607030380265032
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,Digest organics,-0.2607030380265032
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,Retrofit landfill,-0.2588545875416243
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,Half waste,-0.5
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,Compost + retrofit,-0.4033371985086229
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,Digest + retrofit,-0.4033371985086229
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,All strategies (C) ,-0.7016685992543115
Pakistan,13542133.553083751,30.0,16.0,13.0,9.0,6.0,4.0,2.0,0.0,20.0,All strategies (D),-0.7016685992543115
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,Compost organics,-0.4232566259041652
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,Digest organics,-0.4232566259041652
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,Retrofit landfill,-0.3991348694389273
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,Half waste,-0.5
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,Compost + retrofit,-0.6092534750627054
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,Digest + retrofit,-0.6092534750627054
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,All strategies (C),-0.8046267375313526
Peru,6212904.22362475,50.43,2.97,7.44,10.52,3.05,2.64,1.25,0.0,21.7,All strategies (D),-0.8046267375313526
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,Compost organics,-0.4681733135102091
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,Digest organics,-0.4681733135102091
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,Retrofit landfill,-0.110353385316413
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,Half waste,-0.5
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,Compost + retrofit,-0.5208118783061382
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,Digest + retrofit,-0.5208118783061382
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,All strategies (C) ,-0.7604059391530691
Philippines,8849402.93861819,52.31,0.0,8.7,10.55,2.34,4.22,0.37,0.0,21.52,All strategies (D),-0.7604059391530691
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,Compost organics,-0.2918791076808761
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,Digest organics,-0.2918791076808761
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,Retrofit landfill,0.0
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,Half waste,-0.5
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,Compost + retrofit,-0.2918791076808761
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,Digest + retrofit,-0.2918791076808761
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,All strategies (C),-0.6459395538404381
Poland,13000303.35111111,37.27,0.4,11.27,12.13,10.07,2.17,0.0,0.0,26.69,All strategies (D),-0.6459395538404381
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,Compost organics,-0.2221661441856656
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,Digest organics,-0.2221661441856656
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,Retrofit landfill,-0.5241972720450495
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,Half waste,-0.5
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,Compost + retrofit,-0.5974913909699211
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,Digest + retrofit,-0.5974913909699211
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,All strategies (C) ,-0.7987456954849605
Russian Federation,42930630.52703971,28.41,0.0,19.7,14.21,16.82,1.83,0.0,0.0,19.03,All strategies (D),-0.7987456954849605
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,Compost organics,-0.5046188996657601
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,Digest organics,-0.5046188996657601
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,Retrofit landfill,-0.2490146305192604
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,Half waste,-0.5
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,Compost + retrofit,-0.627881141772794
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,Digest + retrofit,-0.627881141772794
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,All strategies (C),-0.8139405708863969
Saudi Arabia,16878160.75843388,45.5,5.0,27.0,11.0,4.0,5.0,0.0,0.0,2.5,All strategies (D),-0.8139405708863969
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,Compost organics,-0.5676750141346754
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,Digest organics,-0.5676750141346754
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,Retrofit landfill,-0.0472684853176619
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,Half waste,-0.5
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,Compost + retrofit,-0.5874332409974581
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,Digest + retrofit,-0.5874332409974581
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,All strategies (C) ,-0.793716620498729
South Africa,14129850.313389717,56.0,2.16,4.24,2.08,5.0,8.72,0.0,0.0,21.8,All strategies (D),-0.793716620498729
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,Compost organics,-0.4058337126375551
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,Digest organics,-0.4058337126375551
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,Retrofit landfill,-0.0057930003834529
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,Half waste,-0.5
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,Compost + retrofit,-0.4092744037743938
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,Digest + retrofit,-0.4092744037743938
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,All strategies (C),-0.7046372018871969
Spain,21338115.764444444,49.0,2.0,15.0,9.0,8.0,3.0,0.0,0.0,14.0,All strategies (D),-0.7046372018871969
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,Compost organics,-0.2278477232335979
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,Digest organics,-0.2278477232335979
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,Retrofit landfill,0.0
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,Half waste,-0.5
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,Compost + retrofit,-0.2278477232335979
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,Digest + retrofit,-0.2278477232335979
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,All strategies (C) ,-0.6139238616167989
"Taiwan, China",9661005.7112,21.78,5.22,34.61,20.2,1.8599999999999997,0.89,1.05,8.55,5.84,All strategies (D),-0.6139238616167989
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,Compost organics,-0.1540407938335208
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,Digest organics,-0.1540407938335208
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,Retrofit landfill,-0.3461590872663392
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,Half waste,-0.5
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,Compost + retrofit,-0.3461590872663392
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,Digest + retrofit,-0.3461590872663392
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,All strategies (C),-0.6730795436331696
Tanzania,4115453.7378940056,31.5,13.0,12.0,22.0,9.0,0.5,0.0,5.0,7.0,All strategies (D),-0.6730795436331696
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,Compost organics,-0.5851085992270149
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,Digest organics,-0.5851085992270149
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,Retrofit landfill,-0.2358387518468546
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,Half waste,-0.5
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,Compost + retrofit,-0.6669446461178734
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,Digest + retrofit,-0.6669446461178734
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,All strategies (C) ,-0.8334723230589367
Thailand,19455454.77667062,64.48818897637794,0.7874015748031498,7.480314960629922,17.312992125984252,2.992125984251969,1.820866141732284,0.4527559055118111,0.0,4.665354330708662,All strategies (D),-0.8334723230589367
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,Compost organics,-0.3487737985612283
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,Digest organics,-0.3487737985612283
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,Retrofit landfill,-0.637281536341656
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,Half waste,-0.5
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,Compost + retrofit,-0.637281536341656
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,Digest + retrofit,-0.637281536341656
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,All strategies (C),-0.818640768170828
Turkey,25877536.26158112,55.0,0.0,12.5,9.5,4.0,3.5,0.0,0.0,15.5,All strategies (D),-0.818640768170828
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,Compost organics,-0.3819295221997056
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,Digest organics,-0.3819295221997056
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,Retrofit landfill,-0.2031474702116147
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,Half waste,-0.5
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,Compost + retrofit,-0.4337321271036675
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,Digest + retrofit,-0.4337321271036675
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,All strategies (C) ,-0.7168660635518338
Uganda,2845571.175114067,74.5,0.0,6.0,7.6,0.8,0.6,0.0,0.0,10.5,All strategies (D),-0.7168660635518338
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,Compost organics,-0.2680854699324084
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,Digest organics,-0.2680854699324084
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,Retrofit landfill,-0.332122604082679
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,Half waste,-0.5
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,Compost + retrofit,-0.4773227105044965
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,Digest + retrofit,-0.4773227105044965
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,All strategies (C),-0.7386613552522482
Ukraine,8991820.809063315,37.0,0.0,25.0,7.0,5.0,4.0,0.0,0.0,22.0,All strategies (D),-0.7386613552522482
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,Compost organics,-0.1215132640840779
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,Digest organics,-0.1215132640840779
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,Retrofit landfill,0.0
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,Half waste,-0.5
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,Compost + retrofit,-0.1215132640840779
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,Digest + retrofit,-0.1215132640840779
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,All strategies (C) ,-0.560756632042039
United Kingdom,30726594.164444447,16.7,10.3,18.9,20.2,2.2,3.5,0.0,0.0,28.2,All strategies (D),-0.560756632042039
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,Compost organics,-0.1537587330848734
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,Digest organics,-0.1537587330848734
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,Retrofit landfill,-0.0105796883877469
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,Half waste,-0.5
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,Compost + retrofit,-0.1627111071014374
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,Digest + retrofit,-0.1627111071014374
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,All strategies (C),-0.5813555535507188
United States,271748211.581527,21.59,18.3,23.05,12.2,4.19,8.76,3.13,5.83,2.9,All strategies (D),-0.5813555535507188
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,Compost organics,-0.3987830485965376
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,Digest organics,-0.3987830485965376
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,Retrofit landfill,-0.7250600883573413
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,Half waste,-0.5
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,Compost + retrofit,-0.7250600883573413
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,Digest + retrofit,-0.7250600883573413
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,All strategies (C) ,-0.8625300441786706
"Venezuela, RB",4322136.311647533,54.0,1.0,12.0,11.0,4.0,2.0,1.0,0.0,15.0,All strategies (D),-0.8625300441786706
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,Compost organics,-0.4650519811468261
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,Digest organics,-0.4650519811468261
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,Retrofit landfill,-0.1321687515074118
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,Half waste,-0.5
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,Compost + retrofit,-0.5256941141914034
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,Digest + retrofit,-0.5256941141914034
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,All strategies (C),-0.7628470570957018
Vietnam,7758909.646280071,60.98522167487685,3.684729064039409,5.123152709359606,11.970443349753696,2.147783251231527,0.5714285714285714,0.5911330049261083,0.0,14.95566502463054,All strategies (D),-0.7628470570957018
